order_id,order_date,shipping_mode,product_category,product_subcategory,weight_kg,distance_km,shipping_cost,expected_delivery_date,actual_delivery_date,delay_days,is_delayed,warehouse_region,customer_segment
ORDER-00618,2023-07-14,First Class,Furniture,Chairs,39.86,489.2,1573.12,2023-07-16,2023-07-18,2,1,West,Home Office
ORDER-00619,2023-04-03,Standard Class,Furniture,Tables,7.22,83.5,41.02,2023-04-05,2023-04-05,0,0,North,Consumer
ORDER-00620,2023-03-02,First Class,Office Supplies,Pens,48.88,246.3,972.78,2023-03-03,2023-03-05,2,1,North,Corporate
ORDER-00621,2023-02-20,Second Class,Office Supplies,Pens,48.24,185.2,544.82,2023-02-21,2023-02-22,1,1,South,Consumer
ORDER-00622,2024-02-07,Standard Class,Office Supplies,Pens,8.6,321.5,148.4,2024-02-10,2024-02-10,0,0,South,Corporate
ORDER-00623,2023-01-05,Standard Class,Technology,Machines,15.32,68.9,64.68,2023-01-12,2023-01-12,0,0,West,Consumer
ORDER-00624,2024-04-10,Standard Class,Furniture,Chairs,5.46,218.0,67.39,2024-04-19,2024-04-21,2,1,West,Home Office
ORDER-00625,2024-06-17,Standard Class,Office Supplies,Storage,13.95,141.0,106.72,2024-06-20,2024-06-21,1,1,West,Corporate
ORDER-00626,2024-02-09,Same Day,Office Supplies,Binders,40.89,444.4,1826.22,2024-02-10,2024-02-11,1,1,North,Corporate
ORDER-00627,2024-05-27,First Class,Furniture,Chairs,19.23,25.1,50.35,2024-06-01,2024-06-03,2,1,West,Consumer
ORDER-00628,2023-08-21,Second Class,Office Supplies,Pens,4.88,457.3,148.69,2023-08-26,2023-08-28,2,1,North,Corporate
ORDER-00629,2024-06-07,Standard Class,Furniture,Furnishings,17.44,417.3,381.73,2024-06-14,2024-06-16,2,1,West,Home Office
ORDER-00630,2023-12-12,Standard Class,Office Supplies,Storage,49.08,152.3,383.05,2023-12-13,2023-12-13,0,0,North,Home Office
ORDER-00631,2023-02-15,Second Class,Furniture,Tables,31.67,395.7,759.67,2023-02-18,2023-02-21,3,1,North,Home Office
ORDER-00632,2024-06-29,Second Class,Office Supplies,Binders,21.1,20.5,36.64,2024-07-01,2024-07-02,1,1,South,Consumer
ORDER-00633,2023-03-19,Standard Class,Office Supplies,Storage,8.74,483.6,229.75,2023-03-23,2023-03-23,0,0,East,Corporate
ORDER-00634,2023-03-14,Second Class,Technology,Accessories,49.32,265.7,791.41,2023-03-20,2023-03-22,2,1,North,Consumer
ORDER-00635,2023-09-06,First Class,Furniture,Bookcases,41.13,155.1,525.51,2023-09-08,2023-09-09,1,1,West,Home Office
ORDER-00636,2023-02-16,Standard Class,Office Supplies,Binders,14.43,184.5,145.27,2023-02-22,2023-02-22,0,0,South,Corporate
ORDER-00637,2023-05-01,Standard Class,Office Supplies,Binders,3.97,37.9,14.94,2023-05-06,2023-05-06,0,0,West,Home Office
ORDER-00638,2023-08-02,First Class,Technology,Machines,3.3,494.7,140.42,2023-08-03,2023-08-04,1,1,West,Corporate
ORDER-00639,2023-08-27,Standard Class,Office Supplies,Storage,6.46,24.4,16.26,2023-08-29,2023-08-30,1,1,North,Corporate
ORDER-00640,2023-02-25,Standard Class,Office Supplies,Paper,29.25,329.2,499.62,2023-02-26,2023-03-02,4,1,North,Consumer
ORDER-00641,2023-12-16,Standard Class,Technology,Phones,46.47,224.2,533.16,2023-12-17,2023-12-18,1,1,East,Corporate
ORDER-00642,2023-04-17,Standard Class,Technology,Machines,25.09,474.7,608.96,2023-04-23,2023-04-26,3,1,North,Home Office
ORDER-00643,2023-02-17,First Class,Office Supplies,Binders,42.23,126.8,442.29,2023-02-20,2023-02-22,2,1,North,Corporate
ORDER-00644,2023-12-03,Second Class,Office Supplies,Binders,22.57,268.4,378.06,2023-12-06,2023-12-07,1,1,East,Home Office
ORDER-00645,2023-01-26,Standard Class,Technology,Phones,35.57,243.8,446.03,2023-02-01,2023-02-02,1,1,West,Consumer
ORDER-00646,2023-09-14,First Class,Technology,Phones,36.73,352.9,1042.23,2023-09-16,2023-09-19,3,1,East,Home Office
ORDER-00647,2023-01-08,First Class,Technology,Phones,9.11,38.7,38.23,2023-01-10,2023-01-12,2,1,East,Corporate
ORDER-00648,2023-09-10,First Class,Office Supplies,Pens,18.38,100.9,156.12,2023-09-15,2023-09-15,0,0,East,Home Office
ORDER-00649,2023-10-30,Standard Class,Furniture,Bookcases,32.05,111.2,193.4,2023-10-31,2023-10-31,0,0,South,Home Office
ORDER-00650,2023-02-25,Standard Class,Office Supplies,Paper,4.0,370.4,79.93,2023-03-02,2023-03-03,1,1,West,Corporate
ORDER-00651,2024-06-09,Same Day,Technology,Accessories,18.4,98.6,194.88,2024-06-10,2024-06-10,0,0,South,Home Office
ORDER-00652,2024-04-18,First Class,Office Supplies,Paper,26.97,288.9,631.49,2024-04-23,2024-04-24,1,1,South,Corporate
ORDER-00653,2023-01-28,Standard Class,Office Supplies,Pens,49.81,111.5,296.92,2023-01-30,2023-01-30,0,0,North,Consumer
ORDER-00654,2023-03-19,Standard Class,Technology,Accessories,23.99,431.5,527.62,2023-03-26,2023-03-29,3,1,East,Home Office
ORDER-00655,2023-08-04,Standard Class,Office Supplies,Pens,40.89,471.4,973.66,2023-08-11,2023-08-11,0,0,East,Consumer
ORDER-00656,2024-01-21,Same Day,Technology,Accessories,21.89,261.7,591.71,2024-01-22,2024-01-22,0,0,South,Home Office
ORDER-00657,2023-12-31,Second Class,Office Supplies,Pens,39.92,179.4,440.96,2024-01-02,2024-01-04,2,1,North,Home Office
ORDER-00658,2024-06-09,Standard Class,Office Supplies,Binders,29.97,120.9,200.61,2024-06-15,2024-06-15,0,0,North,Consumer
ORDER-00659,2023-11-08,Standard Class,Office Supplies,Binders,44.39,29.6,71.06,2023-11-13,2023-11-18,5,1,North,Home Office
ORDER-00660,2023-01-07,Second Class,Technology,Accessories,20.84,137.9,182.03,2023-01-08,2023-01-08,0,0,West,Home Office
ORDER-00661,2023-01-03,First Class,Furniture,Tables,30.41,328.8,814.9,2023-01-05,2023-01-06,1,1,South,Consumer
ORDER-00662,2023-12-29,Standard Class,Furniture,Furnishings,31.69,269.1,444.75,2024-01-03,2024-01-04,1,1,West,Home Office
ORDER-00663,2024-05-22,First Class,Technology,Copiers,21.16,472.3,808.36,2024-05-29,2024-05-30,1,1,North,Corporate
ORDER-00664,2023-10-01,Same Day,Furniture,Bookcases,7.64,201.2,172.67,2023-10-02,2023-10-02,0,0,North,Home Office
ORDER-00665,2024-05-20,Standard Class,Office Supplies,Storage,5.13,348.5,103.3,2024-05-24,2024-05-25,1,1,North,Home Office
ORDER-00666,2023-01-15,Second Class,Office Supplies,Binders,1.33,247.2,36.74,2023-01-19,2023-01-19,0,0,East,Home Office
ORDER-00667,2023-07-11,Standard Class,Office Supplies,Binders,43.74,258.7,576.74,2023-07-22,2023-07-24,2,1,South,Consumer
ORDER-00668,2024-04-29,First Class,Office Supplies,Pens,12.21,137.5,142.49,2024-05-02,2024-05-03,1,1,East,Corporate
ORDER-00669,2023-01-28,Second Class,Furniture,Furnishings,10.97,230.2,170.19,2023-01-31,2023-01-31,0,0,West,Corporate
ORDER-00670,2023-02-08,Second Class,Office Supplies,Binders,36.93,238.0,546.36,2023-02-11,2023-02-15,4,1,East,Home Office
ORDER-00671,2023-09-30,First Class,Office Supplies,Binders,16.34,354.8,476.26,2023-10-01,2023-10-02,1,1,South,Consumer
ORDER-00672,2023-08-19,Standard Class,Office Supplies,Binders,25.55,470.6,606.29,2023-08-21,2023-08-21,0,0,East,Consumer
ORDER-00673,2023-03-27,Same Day,Furniture,Chairs,8.54,168.0,150.12,2023-03-29,2023-03-30,1,1,North,Corporate
ORDER-00674,2024-04-18,Second Class,Office Supplies,Storage,48.01,25.9,88.2,2024-04-22,2024-04-24,2,1,West,Consumer
ORDER-00675,2023-05-06,Standard Class,Furniture,Tables,42.65,250.7,539.97,2023-05-11,2023-05-12,1,1,West,Home Office
ORDER-00676,2024-06-20,Second Class,Furniture,Chairs,43.26,274.5,723.45,2024-06-23,2024-06-23,0,0,North,Home Office
ORDER-00677,2023-05-25,First Class,Furniture,Furnishings,20.64,88.4,155.52,2023-05-28,2023-05-29,1,1,North,Consumer
ORDER-00678,2024-06-08,Standard Class,Furniture,Tables,38.24,381.4,744.95,2024-06-10,2024-06-12,2,1,North,Home Office
ORDER-00679,2023-07-31,First Class,Technology,Copiers,7.62,492.5,306.06,2023-08-02,2023-08-04,2,1,South,Corporate
ORDER-00680,2023-01-25,Same Day,Furniture,Chairs,0.93,473.2,56.34,2023-01-26,2023-01-28,2,1,East,Home Office
ORDER-00681,2024-01-29,Standard Class,Technology,Phones,1.49,102.6,21.33,2024-01-30,2024-01-31,1,1,West,Consumer
ORDER-00682,2023-03-08,Same Day,Technology,Accessories,29.54,438.3,1309.0,2023-03-09,2023-03-10,1,1,East,Corporate
ORDER-00683,2023-08-21,Standard Class,Office Supplies,Binders,23.04,353.7,418.54,2023-08-22,2023-08-24,2,1,North,Home Office
ORDER-00684,2023-04-19,Standard Class,Furniture,Chairs,26.14,229.7,309.78,2023-04-26,2023-04-27,1,1,North,Corporate
ORDER-00685,2023-05-26,Standard Class,Office Supplies,Pens,0.87,272.6,27.1,2023-06-03,2023-06-03,0,0,East,Consumer
ORDER-00686,2023-04-21,First Class,Technology,Copiers,21.42,425.6,747.02,2023-04-25,2023-04-27,2,1,West,Home Office
ORDER-00687,2023-08-16,Second Class,Office Supplies,Storage,36.04,242.7,540.22,2023-08-20,2023-08-20,0,0,South,Home Office
ORDER-00688,2023-04-21,Standard Class,Furniture,Tables,22.41,189.7,231.54,2023-04-28,2023-04-28,0,0,East,Corporate
ORDER-00689,2024-04-14,Standard Class,Office Supplies,Pens,36.74,249.2,473.54,2024-04-17,2024-04-20,3,1,North,Home Office
ORDER-00690,2023-02-03,Second Class,Technology,Machines,12.03,291.7,227.02,2023-02-07,2023-02-08,1,1,North,Home Office
ORDER-00691,2024-01-04,Standard Class,Technology,Copiers,40.75,98.6,208.42,2024-01-05,2024-01-05,0,0,South,Home Office
ORDER-00692,2024-02-29,First Class,Furniture,Tables,29.63,450.9,1080.11,2024-03-07,2024-03-10,3,1,East,Home Office
ORDER-00693,2024-06-01,First Class,Office Supplies,Storage,10.93,338.7,308.44,2024-06-03,2024-06-06,3,1,South,Consumer
ORDER-00694,2023-10-09,Second Class,Furniture,Furnishings,12.22,318.5,242.37,2023-10-14,2023-10-15,1,1,South,Home Office
ORDER-00695,2023-11-16,Same Day,Furniture,Furnishings,31.59,54.3,184.46,2023-11-17,2023-11-18,1,1,West,Corporate
ORDER-00696,2024-03-18,Standard Class,Technology,Copiers,41.58,304.1,641.59,2024-03-23,2024-03-28,5,1,West,Consumer
ORDER-00697,2023-11-11,Same Day,Furniture,Tables,21.07,64.9,152.06,2023-11-12,2023-11-12,0,0,North,Corporate
ORDER-00698,2024-01-12,Second Class,Furniture,Furnishings,13.29,44.0,47.14,2024-01-19,2024-01-19,0,0,East,Corporate
ORDER-00699,2023-10-16,Second Class,Furniture,Chairs,43.42,266.0,704.87,2023-10-19,2023-10-20,1,1,West,Corporate
ORDER-00700,2024-03-12,Standard Class,Technology,Accessories,33.63,204.4,363.45,2024-03-16,2024-03-17,1,1,North,Consumer
ORDER-00701,2023-10-04,First Class,Technology,Phones,22.68,296.5,548.86,2023-10-07,2023-10-08,1,1,East,Consumer
ORDER-00702,2024-05-17,Standard Class,Office Supplies,Paper,24.65,49.2,71.07,2024-05-21,2024-05-22,1,1,North,Consumer
ORDER-00703,2024-05-30,Standard Class,Technology,Machines,10.61,218.3,125.59,2024-06-04,2024-06-05,1,1,West,Home Office
ORDER-00704,2023-12-16,Standard Class,Furniture,Furnishings,31.53,91.5,162.67,2023-12-21,2023-12-21,0,0,North,Corporate
ORDER-00705,2024-03-21,Second Class,Office Supplies,Pens,18.26,493.6,553.24,2024-03-28,2024-03-31,3,1,East,Consumer
ORDER-00706,2023-12-16,Second Class,Office Supplies,Pens,49.78,282.8,858.67,2023-12-23,2023-12-23,0,0,East,Corporate
ORDER-00707,2023-05-17,First Class,Furniture,Bookcases,24.27,345.3,678.15,2023-05-22,2023-05-24,2,1,North,Consumer
ORDER-00708,2023-08-31,First Class,Office Supplies,Binders,24.55,166.1,339.33,2023-09-07,2023-09-08,1,1,East,Consumer
ORDER-00709,2024-06-26,Standard Class,Technology,Copiers,28.51,51.9,83.1,2024-06-27,2024-06-27,0,0,North,Consumer
ORDER-00710,2023-02-09,First Class,Furniture,Chairs,45.88,488.1,1807.48,2023-02-10,2023-02-11,1,1,East,Corporate
ORDER-00711,2023-08-17,Standard Class,Furniture,Bookcases,40.14,146.7,311.91,2023-08-27,2023-08-28,1,1,North,Home Office
ORDER-00712,2023-08-11,First Class,Furniture,Furnishings,22.83,214.8,408.03,2023-08-12,2023-08-12,0,0,North,Consumer
ORDER-00713,2023-01-06,First Class,Furniture,Bookcases,36.08,326.7,958.94,2023-01-07,2023-01-10,3,1,North,Consumer
ORDER-00714,2023-11-18,Second Class,Technology,Accessories,29.52,17.2,43.15,2023-11-19,2023-11-20,1,1,South,Consumer
ORDER-00715,2024-04-12,First Class,Office Supplies,Binders,24.87,406.1,823.66,2024-04-17,2024-04-18,1,1,East,Home Office
ORDER-00716,2023-03-16,Standard Class,Office Supplies,Paper,10.02,270.6,146.91,2023-03-24,2023-03-24,0,0,West,Corporate
ORDER-00717,2023-01-04,Standard Class,Technology,Accessories,23.46,142.7,182.16,2023-01-05,2023-01-05,0,0,North,Corporate
ORDER-00718,2023-04-28,First Class,Furniture,Bookcases,12.67,35.5,44.87,2023-05-01,2023-05-02,1,1,South,Corporate
ORDER-00719,2024-05-18,Standard Class,Office Supplies,Storage,45.78,85.4,201.53,2024-05-20,2024-05-21,1,1,West,Corporate
ORDER-00720,2024-03-16,Standard Class,Office Supplies,Binders,17.1,448.0,394.24,2024-03-22,2024-03-24,2,1,North,Consumer
ORDER-00721,2023-07-13,Standard Class,Office Supplies,Paper,47.64,344.6,832.76,2023-07-17,2023-07-18,1,1,West,Home Office
ORDER-00722,2024-01-27,First Class,Technology,Copiers,26.89,128.7,285.71,2024-01-31,2024-01-31,0,0,South,Consumer
ORDER-00723,2023-01-26,Standard Class,Technology,Phones,31.76,37.5,75.47,2023-01-27,2023-01-29,2,1,West,Home Office
ORDER-00724,2024-03-10,Standard Class,Office Supplies,Binders,27.38,346.9,481.01,2024-03-15,2024-03-17,2,1,North,Corporate
ORDER-00725,2023-06-22,First Class,Technology,Accessories,6.9,288.3,167.48,2023-06-28,2023-06-29,1,1,West,Home Office
ORDER-00726,2023-10-27,First Class,Furniture,Chairs,19.1,205.2,329.77,2023-10-28,2023-10-28,0,0,West,Consumer
ORDER-00727,2023-11-22,Standard Class,Furniture,Bookcases,5.41,185.0,61.6,2023-11-29,2023-11-30,1,1,North,Consumer
ORDER-00728,2024-02-14,Standard Class,Furniture,Tables,31.34,112.3,191.55,2024-02-16,2024-02-16,0,0,South,Corporate
ORDER-00729,2023-04-28,Standard Class,Office Supplies,Storage,22.62,336.5,394.09,2023-04-29,2023-04-29,0,0,South,Consumer
ORDER-00730,2023-08-13,Standard Class,Office Supplies,Binders,39.01,485.5,966.23,2023-08-19,2023-08-23,4,1,West,Consumer
ORDER-00731,2024-06-15,Standard Class,Office Supplies,Pens,11.41,92.0,66.45,2024-06-16,2024-06-17,1,1,East,Home Office
ORDER-00732,2023-04-23,First Class,Technology,Accessories,8.65,300.6,213.24,2023-04-24,2023-04-26,2,1,West,Consumer
ORDER-00733,2023-05-20,Second Class,Office Supplies,Paper,20.61,215.0,276.16,2023-05-25,2023-05-25,0,0,East,Corporate
ORDER-00734,2023-01-01,Second Class,Office Supplies,Binders,46.37,226.1,636.2,2023-01-02,2023-01-03,1,1,West,Corporate
ORDER-00735,2023-03-31,Standard Class,Furniture,Tables,35.67,130.8,252.15,2023-04-02,2023-04-03,1,1,South,Consumer
ORDER-00736,2023-11-16,First Class,Furniture,Bookcases,21.24,413.4,709.01,2023-11-18,2023-11-19,1,1,West,Corporate
ORDER-00737,2023-05-19,Standard Class,Office Supplies,Paper,26.1,245.2,330.8,2023-05-20,2023-05-20,0,0,West,Home Office
ORDER-00738,2024-05-25,Same Day,Office Supplies,Pens,4.67,274.0,136.35,2024-05-26,2024-05-26,0,0,East,Home Office
ORDER-00739,2023-09-16,Second Class,Technology,Accessories,49.24,155.9,478.29,2023-09-21,2023-09-21,0,0,South,Consumer
ORDER-00740,2023-01-10,Standard Class,Furniture,Furnishings,33.49,95.0,168.71,2023-01-11,2023-01-13,2,1,East,Consumer
ORDER-00741,2023-09-18,Second Class,Furniture,Tables,14.63,47.5,61.57,2023-09-21,2023-09-23,2,1,West,Home Office
ORDER-00742,2023-06-21,Standard Class,Office Supplies,Pens,29.5,358.5,534.37,2023-06-22,2023-06-23,1,1,North,Corporate
ORDER-00743,2023-01-13,Second Class,Furniture,Furnishings,5.92,102.1,43.19,2023-01-16,2023-01-16,0,0,West,Consumer
ORDER-00744,2023-06-17,Standard Class,Furniture,Bookcases,48.31,346.6,845.58,2023-06-19,2023-06-20,1,1,West,Consumer
ORDER-00745,2023-11-17,Standard Class,Technology,Copiers,9.15,198.2,107.84,2023-11-22,2023-11-23,1,1,East,Corporate
ORDER-00746,2023-11-15,First Class,Furniture,Chairs,32.58,210.8,567.61,2023-11-19,2023-11-21,2,1,North,Consumer
ORDER-00747,2023-11-25,Standard Class,Office Supplies,Storage,12.65,237.2,156.1,2023-12-02,2023-12-02,0,0,North,Corporate
ORDER-00748,2024-02-23,First Class,Furniture,Tables,36.02,187.0,544.35,2024-02-25,2024-02-26,1,1,East,Corporate
ORDER-00749,2023-04-05,Standard Class,Furniture,Bookcases,38.95,54.8,122.89,2023-04-07,2023-04-11,4,1,South,Corporate
ORDER-00750,2023-11-14,Second Class,Office Supplies,Binders,33.83,158.3,328.32,2023-11-20,2023-11-22,2,1,North,Corporate
ORDER-00751,2023-08-24,Second Class,Technology,Phones,30.92,333.5,625.7,2023-08-27,2023-08-28,1,1,North,Corporate
ORDER-00752,2023-11-30,Second Class,Office Supplies,Paper,44.68,334.6,902.33,2023-12-05,2023-12-06,1,1,East,Home Office
ORDER-00753,2024-01-11,Standard Class,Technology,Machines,4.39,146.7,37.95,2024-01-16,2024-01-19,3,1,South,Corporate
ORDER-00754,2024-04-03,Standard Class,Furniture,Chairs,16.88,232.8,205.44,2024-04-07,2024-04-07,0,0,South,Home Office
ORDER-00755,2023-05-17,Standard Class,Technology,Phones,12.79,100.8,70.44,2023-05-25,2023-05-25,0,0,West,Corporate
ORDER-00756,2024-05-27,Standard Class,Furniture,Tables,49.41,109.1,280.06,2024-06-01,2024-06-04,3,1,West,Consumer
ORDER-00757,2023-10-23,Second Class,Office Supplies,Paper,19.77,16.4,36.95,2023-10-30,2023-10-31,1,1,East,Home Office
ORDER-00758,2023-11-16,Same Day,Office Supplies,Paper,36.76,448.9,1660.05,2023-11-17,2023-11-19,2,1,South,Consumer
ORDER-00759,2023-12-15,First Class,Technology,Copiers,34.39,109.3,316.62,2023-12-17,2023-12-19,2,1,East,Corporate
ORDER-00760,2023-08-17,First Class,Office Supplies,Paper,11.0,117.6,109.9,2023-08-18,2023-08-20,2,1,West,Corporate
ORDER-00761,2023-09-27,First Class,Furniture,Bookcases,12.33,143.4,156.34,2023-09-28,2023-09-28,0,0,East,Consumer
ORDER-00762,2023-10-18,Second Class,Furniture,Chairs,14.42,68.1,68.67,2023-10-22,2023-10-24,2,1,East,Corporate
ORDER-00763,2023-06-14,Standard Class,Technology,Phones,20.85,321.4,351.31,2023-06-15,2023-06-16,1,1,North,Consumer
ORDER-00764,2023-01-05,Same Day,Office Supplies,Storage,12.1,42.2,58.11,2023-01-06,2023-01-07,1,1,North,Corporate
ORDER-00765,2024-01-14,Second Class,Technology,Machines,1.47,71.4,24.77,2024-01-15,2024-01-16,1,1,North,Corporate
ORDER-00766,2023-03-19,Second Class,Furniture,Bookcases,44.03,324.2,865.11,2023-03-23,2023-03-28,5,1,West,Home Office
ORDER-00767,2024-02-14,Standard Class,Office Supplies,Paper,48.3,173.1,428.33,2024-02-19,2024-02-22,3,1,East,Consumer
ORDER-00768,2023-05-12,Standard Class,Furniture,Tables,17.41,355.4,328.63,2023-05-19,2023-05-21,2,1,North,Corporate
ORDER-00769,2023-02-11,Standard Class,Technology,Machines,17.26,280.9,256.09,2023-02-19,2023-02-20,1,1,North,Consumer
ORDER-00770,2023-03-30,First Class,Office Supplies,Binders,0.85,131.7,19.44,2023-03-31,2023-04-02,2,1,North,Home Office
ORDER-00771,2024-02-06,Second Class,Technology,Machines,34.17,327.2,690.07,2024-02-09,2024-02-09,0,0,West,Consumer
ORDER-00772,2023-10-23,Standard Class,Furniture,Furnishings,41.36,62.6,139.39,2023-10-29,2023-10-31,2,1,West,Home Office
ORDER-00773,2023-10-22,Same Day,Office Supplies,Paper,7.76,270.5,216.33,2023-10-23,2023-10-24,1,1,East,Consumer
ORDER-00774,2024-06-09,Standard Class,Office Supplies,Storage,8.4,221.4,112.94,2024-06-15,2024-06-17,2,1,East,Consumer
ORDER-00775,2024-02-26,Standard Class,Office Supplies,Binders,39.61,137.6,281.53,2024-03-04,2024-03-06,2,1,East,Home Office
ORDER-00776,2023-01-23,Standard Class,Technology,Machines,31.01,304.0,489.12,2023-01-26,2023-01-26,0,0,North,Corporate
ORDER-00777,2023-05-23,First Class,Technology,Copiers,2.72,436.3,102.42,2023-05-26,2023-05-27,1,1,South,Corporate
ORDER-00778,2023-05-25,Same Day,Technology,Phones,31.32,499.5,1580.4,2023-05-26,2023-05-26,0,0,West,Corporate
ORDER-00779,2023-08-13,Standard Class,Technology,Phones,15.79,305.8,254.3,2023-08-16,2023-08-17,1,1,North,Consumer
ORDER-00780,2024-05-17,First Class,Furniture,Bookcases,18.75,205.3,327.66,2024-05-22,2024-05-23,1,1,North,Consumer
ORDER-00781,2023-04-14,Standard Class,Furniture,Bookcases,38.6,116.5,238.14,2023-04-20,2023-04-22,2,1,East,Corporate
ORDER-00782,2023-02-08,Same Day,Technology,Copiers,40.64,132.3,543.04,2023-02-09,2023-02-10,1,1,East,Consumer
ORDER-00783,2023-07-17,First Class,Furniture,Furnishings,20.32,242.3,407.94,2023-07-23,2023-07-24,1,1,North,Consumer
ORDER-00784,2024-01-26,First Class,Technology,Phones,47.38,186.8,715.23,2024-01-29,2024-02-01,3,1,West,Corporate
ORDER-00785,2023-06-28,Standard Class,Technology,Copiers,20.62,457.3,488.45,2023-07-01,2023-07-01,0,0,West,Home Office
ORDER-00786,2024-03-23,Same Day,Office Supplies,Storage,38.71,187.3,742.89,2024-03-24,2024-03-24,0,0,North,Consumer
ORDER-00787,2024-05-14,First Class,Technology,Copiers,24.45,189.9,383.68,2024-05-17,2024-05-19,2,1,South,Consumer
ORDER-00788,2023-01-15,Standard Class,Office Supplies,Binders,44.93,194.8,454.37,2023-01-16,2023-01-17,1,1,South,Consumer
ORDER-00789,2023-10-16,First Class,Office Supplies,Binders,45.43,419.1,1530.35,2023-10-17,2023-10-23,6,1,West,Consumer
ORDER-00790,2024-04-22,Standard Class,Furniture,Chairs,4.83,327.1,91.38,2024-04-23,2024-04-25,2,1,East,Home Office
ORDER-00791,2023-08-19,First Class,Office Supplies,Storage,46.86,309.0,1169.29,2023-08-22,2023-08-22,0,0,South,Corporate
ORDER-00792,2024-02-24,Standard Class,Furniture,Tables,41.36,170.4,366.56,2024-02-29,2024-03-03,3,1,South,Consumer
ORDER-00793,2023-06-06,First Class,Office Supplies,Binders,39.67,409.9,1306.53,2023-06-09,2023-06-09,0,0,East,Corporate
ORDER-00794,2024-03-16,Second Class,Technology,Machines,10.45,24.0,31.33,2024-03-20,2024-03-21,1,1,South,Consumer
ORDER-00795,2023-04-07,Standard Class,Technology,Copiers,40.35,436.0,885.82,2023-04-14,2023-04-19,5,1,North,Home Office
ORDER-00796,2024-02-15,Standard Class,Furniture,Furnishings,42.58,258.8,565.83,2024-02-27,2024-02-28,1,1,South,Corporate
ORDER-00797,2023-10-16,Standard Class,Office Supplies,Pens,14.81,202.1,154.93,2023-10-23,2023-10-23,0,0,East,Home Office
ORDER-00798,2023-09-11,Standard Class,Technology,Accessories,47.64,251.1,615.6,2023-09-15,2023-09-20,5,1,North,Consumer
ORDER-00799,2023-07-15,Standard Class,Furniture,Tables,2.97,335.4,57.43,2023-07-23,2023-07-26,3,1,South,Home Office
ORDER-00800,2024-06-05,Second Class,Furniture,Tables,7.92,11.3,18.1,2024-06-08,2024-06-08,0,0,West,Home Office
ORDER-00801,2024-05-31,Standard Class,Furniture,Chairs,27.11,436.4,600.46,2024-06-03,2024-06-05,2,1,North,Consumer
ORDER-00802,2023-04-28,Standard Class,Office Supplies,Paper,29.0,226.1,343.68,2023-05-05,2023-05-05,0,0,North,Consumer
ORDER-00803,2023-06-08,First Class,Furniture,Chairs,32.43,174.8,463.32,2023-06-11,2023-06-13,2,1,West,Corporate
ORDER-00804,2023-08-16,Standard Class,Technology,Machines,1.34,73.4,20.79,2023-08-24,2023-08-24,0,0,West,Consumer
ORDER-00805,2023-08-04,Same Day,Office Supplies,Binders,48.04,222.5,1078.16,2023-08-05,2023-08-07,2,1,South,Corporate
ORDER-00806,2023-01-15,First Class,Office Supplies,Binders,2.71,250.7,70.64,2023-01-19,2023-01-19,0,0,South,Home Office
ORDER-00807,2023-06-06,Second Class,Furniture,Furnishings,7.58,204.8,98.6,2023-06-10,2023-06-10,0,0,East,Home Office
ORDER-00808,2023-09-18,Second Class,Office Supplies,Paper,1.19,340.9,33.59,2023-09-21,2023-09-21,0,0,East,Corporate
ORDER-00809,2023-06-06,First Class,Office Supplies,Storage,28.56,213.3,499.83,2023-06-08,2023-06-09,1,1,North,Consumer
ORDER-00810,2023-02-16,Standard Class,Technology,Phones,46.65,480.9,1127.38,2023-02-25,2023-02-27,2,1,West,Consumer
ORDER-00811,2023-11-20,Standard Class,Technology,Accessories,33.46,301.6,512.37,2023-11-28,2023-12-03,5,1,West,Home Office
ORDER-00812,2023-05-10,Standard Class,Office Supplies,Pens,41.22,404.7,853.1,2023-05-11,2023-05-12,1,1,East,Corporate
ORDER-00813,2024-02-15,First Class,Technology,Phones,1.16,59.1,25.14,2024-02-17,2024-02-17,0,0,North,Home Office
ORDER-00814,2023-04-05,Standard Class,Technology,Accessories,27.33,201.7,291.72,2023-04-10,2023-04-12,2,1,North,Home Office
ORDER-00815,2023-10-19,Second Class,Technology,Accessories,23.25,171.7,248.3,2023-10-20,2023-10-22,2,1,East,Consumer
ORDER-00816,2023-10-10,Same Day,Furniture,Bookcases,25.2,286.9,731.9,2023-10-12,2023-10-12,0,0,East,Corporate
ORDER-00817,2023-03-10,First Class,Furniture,Tables,4.07,431.3,155.12,2023-03-11,2023-03-11,0,0,East,Home Office
ORDER-00818,2023-01-11,Second Class,Furniture,Tables,34.38,43.8,97.11,2023-01-14,2023-01-16,2,1,South,Consumer
ORDER-00819,2023-09-11,Standard Class,Office Supplies,Paper,25.41,40.9,71.19,2023-09-16,2023-09-17,1,1,North,Home Office
ORDER-00820,2023-05-14,First Class,Office Supplies,Paper,38.37,425.9,1315.71,2023-05-15,2023-05-16,1,1,North,Home Office
ORDER-00821,2023-01-23,Second Class,Office Supplies,Pens,24.52,110.4,182.42,2023-01-27,2023-01-28,1,1,North,Consumer
ORDER-00822,2023-12-12,Standard Class,Technology,Copiers,7.89,336.0,144.99,2023-12-20,2023-12-21,1,1,East,Consumer
ORDER-00823,2023-10-29,Standard Class,Technology,Accessories,32.59,273.7,462.57,2023-10-30,2023-10-30,0,0,East,Corporate
